date,team,opponent,is_home,goals_for,goals_against,xg,shots,shots_on_target,possession_pct,corners,tournament,season,source,sot_pct,match_id
2026-06-19 00:00:00+00:00,Brazil,Haiti,True,3,0,1.16,14,6,59.0,5,FIFA World Cup,2026,sofascore.com,0.4285714285714285,
2026-06-19 00:00:00+00:00,Haiti,Brazil,False,0,3,0.9,4,0,41.0,2,FIFA World Cup,2026,sofascore.com,0.0,
2026-06-19 00:00:00+00:00,Scotland,Morocco,True,0,1,0.97,6,0,41.0,2,FIFA World Cup,2026,sofascore.com,0.0,
2026-06-19 00:00:00+00:00,Morocco,Scotland,False,1,0,0.54,12,4,59.0,5,FIFA World Cup,2026,sofascore.com,0.3333333333333333,
2026-06-19 00:00:00+00:00,United States,Australia,True,2,0,1.21,10,2,55.0,7,FIFA World Cup,2026,fifa.com,0.2,
2026-06-19 00:00:00+00:00,Australia,United States,False,0,2,0.32,5,2,30.0,4,FIFA World Cup,2026,fifa.com,0.4,
2026-06-19 00:00:00+00:00,Turkey,Paraguay,True,0,1,0.4,32,5,67.0,12,FIFA World Cup,2026,fifa.com,0.15625,
2026-06-19 00:00:00+00:00,Paraguay,Turkey,False,1,0,0.3,7,2,19.0,0,FIFA World Cup,2026,fifa.com,0.2857142857142857,
2026-06-20 00:00:00+00:00,Sweden,Netherlands,False,1,5,0.88,16,8,43.0,3,FIFA World Cup,2026,fifa.com,0.5,
2026-06-20 00:00:00+00:00,Japan,Tunisia,False,4,0,3.12,14,5,62.0,5,FIFA World Cup,2026,fifa.com,0.3571428571428571,
2026-06-20 00:00:00+00:00,Tunisia,Japan,True,0,4,0.35,3,1,38.0,3,FIFA World Cup,2026,fifa.com,0.3333333333333333,
2026-06-20 00:00:00+00:00,Netherlands,Sweden,True,5,1,3.45,10,7,48.0,7,FIFA World Cup,2026,fifa.com,0.7,
2026-06-20 00:00:00+00:00,Ivory Coast,Germany,False,1,2,0.72,9,3,41.0,3,FIFA World Cup,2026,fifa.com,0.3333333333333333,
2026-06-20 00:00:00+00:00,Ecuador,Curaçao,True,0,0,1.92,28,15,63.0,9,FIFA World Cup,2026,fifa.com,0.5357142857142857,
2026-06-20 00:00:00+00:00,Germany,Ivory Coast,True,2,1,1.85,16,8,59.0,8,FIFA World Cup,2026,fifa.com,0.5,
2026-06-20 00:00:00+00:00,Curaçao,Ecuador,False,0,0,0.08,5,1,37.0,0,FIFA World Cup,2026,fifa.com,0.2,
2026-06-21 00:00:00+00:00,Belgium,Iran,True,0,0,1.45,23,8,59.0,4,FIFA World Cup,2026,fifa.com,0.3478260869565217,
2026-06-21 00:00:00+00:00,Iran,Belgium,False,0,0,0.62,7,2,30.0,2,FIFA World Cup,2026,fifa.com,0.2857142857142857,
2026-06-21 00:00:00+00:00,New Zealand,Egypt,True,1,3,0.55,11,3,39.0,4,FIFA World Cup,2026,fifa.com,0.2727272727272727,
2026-06-21 00:00:00+00:00,Egypt,New Zealand,False,3,1,2.15,19,7,50.0,4,FIFA World Cup,2026,fifa.com,0.3684210526315789,
2026-06-21 00:00:00+00:00,Spain,Saudi Arabia,True,4,0,3.28,18,8,67.0,6,FIFA World Cup,2026,fifa.com,0.4444444444444444,
2026-06-21 00:00:00+00:00,Saudi Arabia,Spain,False,0,4,0.25,5,1,33.0,1,FIFA World Cup,2026,fifa.com,0.2,
2026-06-21 00:00:00+00:00,Uruguay,Cape Verde,True,2,2,1.65,17,7,65.0,11,FIFA World Cup,2026,fifa.com,0.4117647058823529,
2026-06-21 00:00:00+00:00,Cape Verde,Uruguay,False,2,2,1.1,12,4,35.0,4,FIFA World Cup,2026,fifa.com,0.3333333333333333,
2026-06-22 00:00:00+00:00,Algeria,Jordan,False,2,1,1.92,18,6,71.0,7,FIFA World Cup,2026,fifa.com,0.3333333333333333,
2026-06-22 00:00:00+00:00,Jordan,Algeria,True,1,2,0.88,6,2,29.0,2,FIFA World Cup,2026,fifa.com,0.3333333333333333,
2026-06-22 00:00:00+00:00,Argentina,Austria,True,2,0,1.78,12,5,54.0,1,FIFA World Cup,2026,fifa.com,0.4166666666666667,
2026-06-22 00:00:00+00:00,Austria,Argentina,False,0,2,0.55,6,1,46.0,3,FIFA World Cup,2026,fifa.com,0.1666666666666666,
2026-06-22 00:00:00+00:00,Norway,Senegal,True,3,2,1.95,12,6,52.0,5,FIFA World Cup,2026,fifa.com,0.5,
2026-06-22 00:00:00+00:00,Iraq,France,False,0,3,0.45,4,0,44.0,2,FIFA World Cup,2026,fifa.com,0.0,
2026-06-22 00:00:00+00:00,France,Iraq,True,3,0,2.21,19,5,56.0,4,FIFA World Cup,2026,fifa.com,0.2631578947368421,
2026-06-22 00:00:00+00:00,Senegal,Norway,False,2,3,1.48,10,4,48.0,4,FIFA World Cup,2026,fifa.com,0.4,
2026-06-23 00:00:00+00:00,Portugal,Uzbekistan,True,5,0,3.54,18,8,62.0,7,FIFA World Cup,2026,fifa.com,0.4444444444444444,
2026-06-23 00:00:00+00:00,Uzbekistan,Portugal,False,0,5,0.42,5,1,38.0,2,FIFA World Cup,2026,fifa.com,0.2,
2026-06-23 00:00:00+00:00,Colombia,DR Congo,True,1,0,1.62,14,4,58.0,5,FIFA World Cup,2026,fifa.com,0.2857142857142857,
2026-06-23 00:00:00+00:00,DR Congo,Colombia,False,0,1,0.58,8,2,42.0,3,FIFA World Cup,2026,fifa.com,0.25,
2026-06-23 00:00:00+00:00,England,Ghana,True,0,0,1.12,11,3,59.0,6,FIFA World Cup,2026,fifa.com,0.2727272727272727,
2026-06-23 00:00:00+00:00,Ghana,England,False,0,0,0.89,9,2,41.0,3,FIFA World Cup,2026,fifa.com,0.2222222222222222,
2026-06-23 00:00:00+00:00,Panama,Croatia,True,0,1,0.42,7,1,44.0,2,FIFA World Cup,2026,fifa.com,0.1428571428571428,
2026-06-23 00:00:00+00:00,Croatia,Panama,False,1,0,1.48,15,4,56.0,5,FIFA World Cup,2026,fifa.com,0.2666666666666666,
2026-06-24 00:00:00+00:00,Qatar,Bosnia and Herzegovina,False,1,3,0.95,9,3,46.0,5,FIFA World Cup,2026,fifa.com,0.3333333333333333,
2026-06-24 00:00:00+00:00,Bosnia and Herzegovina,Qatar,True,3,1,1.48,14,5,54.0,5,FIFA World Cup,2026,fifa.com,0.3571428571428571,
2026-06-24 00:00:00+00:00,Canada,Switzerland,False,1,2,1.35,13,7,45.0,5,FIFA World Cup,2026,fifa.com,0.5384615384615384,
2026-06-24 00:00:00+00:00,Switzerland,Canada,True,2,1,0.71,6,4,55.0,2,FIFA World Cup,2026,fifa.com,0.6666666666666666,
2026-06-24 00:00:00+00:00,South Africa,South Korea,True,1,0,1.26,13,4,32.0,3,FIFA World Cup,2026,fifa.com,0.3076923076923077,
2026-06-24 00:00:00+00:00,Mexico,Czech Republic,False,3,0,1.27,11,5,50.0,1,FIFA World Cup,2026,sofascore.com,0.4545454545454545,
2026-06-24 00:00:00+00:00,Czech Republic,Mexico,True,0,3,1.1,13,1,50.0,5,FIFA World Cup,2026,sofascore.com,0.0769230769230769,
2026-06-24 00:00:00+00:00,South Korea,South Africa,False,0,1,1.39,8,3,68.0,6,FIFA World Cup,2026,fifa.com,0.375,
2026-06-25 00:00:00+00:00,Paraguay,Australia,True,0,0,0.55,8,2,44.0,1,FIFA World Cup,2026,fifa.com,0.25,
2026-06-25 00:00:00+00:00,Australia,Paraguay,False,0,0,0.48,12,5,56.0,3,FIFA World Cup,2026,fifa.com,0.4166666666666667,
2026-06-26 00:00:00+00:00,Norway,France,True,1,4,1.3,9,5,47.0,3,FIFA World Cup,2026,sofascore.com,0.5555555555555556,
2026-06-26 00:00:00+00:00,France,Norway,False,4,1,0.96,17,9,53.0,5,FIFA World Cup,2026,sofascore.com,0.5294117647058824,
2026-06-26 00:00:00+00:00,Senegal,Iraq,True,5,0,3.01,28,12,69.0,12,FIFA World Cup,2026,sofascore.com,0.4285714285714285,
2026-06-26 00:00:00+00:00,Iraq,Senegal,False,0,5,0.14,6,1,31.0,3,FIFA World Cup,2026,sofascore.com,0.1666666666666666,
2026-06-27 00:00:00+00:00,Algeria,Austria,True,3,3,1.62,12,5,50.0,0,FIFA World Cup,2026,sofascore.com,0.4166666666666667,
2026-06-27 00:00:00+00:00,Argentina,Jordan,False,3,1,2.13,12,4,73.0,6,FIFA World Cup,2026,sofascore.com,0.3333333333333333,
2026-06-27 00:00:00+00:00,Austria,Algeria,False,3,3,1.44,10,3,50.0,3,FIFA World Cup,2026,sofascore.com,0.3,
2026-06-27 00:00:00+00:00,Saudi Arabia,Cape Verde,False,0,0,0.38,6,3,49.0,2,FIFA World Cup,2026,fifa.com,0.5,
2026-06-27 00:00:00+00:00,Cape Verde,Saudi Arabia,True,0,0,0.42,15,3,51.0,4,FIFA World Cup,2026,fifa.com,0.2,
2026-06-27 00:00:00+00:00,Jordan,Argentina,True,1,3,0.76,5,1,27.0,2,FIFA World Cup,2026,sofascore.com,0.2,
2026-06-28 00:00:00+00:00,Ghana,Croatia,False,1,2,0.74,6,1,47.0,2,FIFA World Cup,2026,sofascore.com,0.1666666666666666,
2026-06-28 00:00:00+00:00,England,Panama,False,2,0,1.39,17,6,67.0,7,FIFA World Cup,2026,sofascore.com,0.3529411764705882,
2026-06-28 00:00:00+00:00,Panama,England,True,0,2,0.69,13,2,33.0,3,FIFA World Cup,2026,sofascore.com,0.1538461538461538,
2026-06-28 00:00:00+00:00,Croatia,Ghana,True,2,1,0.42,8,4,53.0,3,FIFA World Cup,2026,sofascore.com,0.5,
2026-06-28 00:00:00+00:00,DR Congo,Uzbekistan,True,3,1,2.35,19,4,64.0,2,FIFA World Cup,2026,sofascore.com,0.2105263157894736,
2026-06-28 00:00:00+00:00,Portugal,Colombia,False,0,0,0.73,13,2,45.0,2,FIFA World Cup,2026,sofascore.com,0.1538461538461538,
2026-06-28 00:00:00+00:00,Colombia,Portugal,True,0,0,1.62,24,6,55.0,5,FIFA World Cup,2026,sofascore.com,0.25,
2026-06-28 00:00:00+00:00,Uzbekistan,DR Congo,False,1,3,0.2,3,1,36.0,4,FIFA World Cup,2026,sofascore.com,0.3333333333333333,
2026-06-29 00:00:00+00:00,South Africa,Canada,True,0,1,0.13,6,1,58.0,1,FIFA World Cup,2026,sofascore.com,0.1666666666666666,
2026-06-29 00:00:00+00:00,Canada,South Africa,False,1,0,1.32,12,7,42.0,4,FIFA World Cup,2026,sofascore.com,0.5833333333333334,
2026-06-29 00:00:00+00:00,Brazil,Japan,True,2,1,1.69,19,7,69.0,6,FIFA World Cup,2026,sofascore.com,0.3684210526315789,
2026-06-29 00:00:00+00:00,Japan,Brazil,False,1,2,0.23,5,2,31.0,2,FIFA World Cup,2026,sofascore.com,0.4,
2026-06-30 00:00:00+00:00,Netherlands,Morocco,True,1,1,0.23,6,2,30.0,5,FIFA World Cup,2026,sofascore.com,0.3333333333333333,
2026-06-30 00:00:00+00:00,Germany,Paraguay,True,1,1,0.72,21,6,76.0,16,FIFA World Cup,2026,sofascore.com,0.2857142857142857,
2026-06-30 00:00:00+00:00,Paraguay,Germany,False,1,1,0.42,7,3,24.0,6,FIFA World Cup,2026,sofascore.com,0.4285714285714285,
2026-06-30 00:00:00+00:00,Morocco,Netherlands,False,1,1,1.4,11,5,70.0,8,FIFA World Cup,2026,sofascore.com,0.4545454545454545,
2018-06-14 00:00:00+00:00,Saudi Arabia,Russia,False,0,5,0.249,6,0,,0,FIFA World Cup,2018,statsbomb,0.0,7525.0
2018-06-14 00:00:00+00:00,Russia,Saudi Arabia,True,5,0,1.282,14,7,,0,FIFA World Cup,2018,statsbomb,0.5,7525.0
2018-06-15 00:00:00+00:00,Spain,Portugal,False,3,3,1.661,12,5,,0,FIFA World Cup,2018,statsbomb,0.4166666666666667,7576.0
2018-06-15 00:00:00+00:00,Morocco,Iran,True,0,1,1.059,14,3,,0,FIFA World Cup,2018,statsbomb,0.21428571428571427,7577.0
2018-06-15 00:00:00+00:00,Portugal,Spain,True,3,3,1.435,10,3,,0,FIFA World Cup,2018,statsbomb,0.3,7576.0
2018-06-15 00:00:00+00:00,Uruguay,Egypt,False,1,0,1.941,16,4,,0,FIFA World Cup,2018,statsbomb,0.25,7578.0
2018-06-15 00:00:00+00:00,Egypt,Uruguay,True,0,1,0.364,8,3,,0,FIFA World Cup,2018,statsbomb,0.375,7578.0
2018-06-15 00:00:00+00:00,Iran,Morocco,False,1,0,0.698,8,2,,0,FIFA World Cup,2018,statsbomb,0.25,7577.0
2018-06-16 00:00:00+00:00,Denmark,Peru,False,1,0,1.122,11,3,,0,FIFA World Cup,2018,statsbomb,0.2727272727272727,7532.0
2018-06-16 00:00:00+00:00,Argentina,Iceland,True,1,1,2.081,28,7,,0,FIFA World Cup,2018,statsbomb,0.25,7531.0
2018-06-16 00:00:00+00:00,France,Australia,True,2,1,1.562,12,4,,0,FIFA World Cup,2018,statsbomb,0.3333333333333333,7530.0
2018-06-16 00:00:00+00:00,Iceland,Argentina,False,1,1,1.032,9,2,,0,FIFA World Cup,2018,statsbomb,0.2222222222222222,7531.0
2018-06-16 00:00:00+00:00,Australia,France,False,1,2,0.98,5,2,,0,FIFA World Cup,2018,statsbomb,0.4,7530.0
2018-06-16 00:00:00+00:00,Croatia,Nigeria,True,2,0,1.694,11,2,,0,FIFA World Cup,2018,statsbomb,0.18181818181818182,7529.0
2018-06-16 00:00:00+00:00,Peru,Denmark,True,0,1,1.926,17,6,,0,FIFA World Cup,2018,statsbomb,0.35294117647058826,7532.0
2018-06-16 00:00:00+00:00,Nigeria,Croatia,False,0,2,0.762,13,2,,0,FIFA World Cup,2018,statsbomb,0.15384615384615385,7529.0
2018-06-17 00:00:00+00:00,Switzerland,Brazil,False,1,1,0.472,7,2,,0,FIFA World Cup,2018,statsbomb,0.2857142857142857,7533.0
2018-06-17 00:00:00+00:00,Mexico,Germany,False,1,0,0.993,12,4,,0,FIFA World Cup,2018,statsbomb,0.3333333333333333,7534.0
2018-06-17 00:00:00+00:00,Costa Rica,Serbia,True,0,1,0.596,10,3,,0,FIFA World Cup,2018,statsbomb,0.3,7535.0
2018-06-17 00:00:00+00:00,Germany,Mexico,True,0,1,2.299,26,9,,0,FIFA World Cup,2018,statsbomb,0.34615384615384615,7534.0
2018-06-17 00:00:00+00:00,Brazil,Switzerland,True,1,1,1.867,21,4,,0,FIFA World Cup,2018,statsbomb,0.19047619047619047,7533.0
2018-06-17 00:00:00+00:00,Serbia,Costa Rica,False,1,0,1.993,12,2,,0,FIFA World Cup,2018,statsbomb,0.16666666666666666,7535.0
2018-06-18 00:00:00+00:00,England,Tunisia,False,2,1,2.626,18,7,,0,FIFA World Cup,2018,statsbomb,0.3888888888888889,7537.0
2018-06-18 00:00:00+00:00,South Korea,Sweden,False,0,1,0.414,5,0,,0,FIFA World Cup,2018,statsbomb,0.0,7538.0
2018-06-18 00:00:00+00:00,Sweden,South Korea,True,1,0,2.015,16,4,,0,FIFA World Cup,2018,statsbomb,0.25,7538.0
2018-06-18 00:00:00+00:00,Panama,Belgium,False,0,3,0.625,7,2,,0,FIFA World Cup,2018,statsbomb,0.2857142857142857,7536.0
2018-06-18 00:00:00+00:00,Belgium,Panama,True,3,0,1.212,15,6,,0,FIFA World Cup,2018,statsbomb,0.4,7536.0
2018-06-18 00:00:00+00:00,Tunisia,England,True,1,2,0.946,6,1,,0,FIFA World Cup,2018,statsbomb,0.16666666666666666,7537.0
2018-06-19 00:00:00+00:00,Japan,Colombia,False,2,1,2.321,14,6,,0,FIFA World Cup,2018,statsbomb,0.42857142857142855,7541.0
2018-06-19 00:00:00+00:00,Colombia,Japan,True,1,2,0.806,10,3,,0,FIFA World Cup,2018,statsbomb,0.3,7541.0
2018-06-19 00:00:00+00:00,Russia,Egypt,True,3,1,0.981,12,4,,0,FIFA World Cup,2018,statsbomb,0.3333333333333333,7540.0
2018-06-19 00:00:00+00:00,Egypt,Russia,False,1,3,1.698,15,2,,0,FIFA World Cup,2018,statsbomb,0.13333333333333333,7540.0
2018-06-19 00:00:00+00:00,Senegal,Poland,False,2,1,1.428,7,1,,0,FIFA World Cup,2018,statsbomb,0.14285714285714285,7539.0
2018-06-19 00:00:00+00:00,Poland,Senegal,True,1,2,1.042,10,3,,0,FIFA World Cup,2018,statsbomb,0.3,7539.0
2018-06-20 00:00:00+00:00,Portugal,Morocco,True,1,0,0.885,12,2,,0,FIFA World Cup,2018,statsbomb,0.16666666666666666,7542.0
2018-06-20 00:00:00+00:00,Saudi Arabia,Uruguay,False,0,1,0.273,8,2,,0,FIFA World Cup,2018,statsbomb,0.25,7544.0
2018-06-20 00:00:00+00:00,Uruguay,Saudi Arabia,True,1,0,1.807,14,3,,0,FIFA World Cup,2018,statsbomb,0.21428571428571427,7544.0
2018-06-20 00:00:00+00:00,Spain,Iran,False,1,0,2.197,18,3,,0,FIFA World Cup,2018,statsbomb,0.16666666666666666,7543.0
2018-06-20 00:00:00+00:00,Iran,Spain,True,0,1,0.426,6,0,,0,FIFA World Cup,2018,statsbomb,0.0,7543.0
2018-06-20 00:00:00+00:00,Morocco,Portugal,False,0,1,1.455,17,4,,0,FIFA World Cup,2018,statsbomb,0.23529411764705882,7542.0
2018-06-21 00:00:00+00:00,Denmark,Australia,True,1,1,1.014,10,5,,0,FIFA World Cup,2018,statsbomb,0.5,7547.0
2018-06-21 00:00:00+00:00,Australia,Denmark,False,1,1,1.412,13,5,,0,FIFA World Cup,2018,statsbomb,0.38461538461538464,7547.0
2018-06-21 00:00:00+00:00,Croatia,Argentina,False,3,0,1.832,14,5,,0,FIFA World Cup,2018,statsbomb,0.35714285714285715,7545.0
2018-06-21 00:00:00+00:00,Argentina,Croatia,True,0,3,1.218,10,3,,0,FIFA World Cup,2018,statsbomb,0.3,7545.0
2018-06-21 00:00:00+00:00,Peru,France,False,0,1,0.625,12,2,,0,FIFA World Cup,2018,statsbomb,0.16666666666666666,7546.0
2018-06-21 00:00:00+00:00,France,Peru,True,1,0,1.862,12,4,,0,FIFA World Cup,2018,statsbomb,0.3333333333333333,7546.0
2018-06-22 00:00:00+00:00,Iceland,Nigeria,False,0,2,1.552,10,3,,0,FIFA World Cup,2018,statsbomb,0.3,7549.0
2018-06-22 00:00:00+00:00,Serbia,Switzerland,True,1,2,1.153,12,3,,0,FIFA World Cup,2018,statsbomb,0.25,7550.0
2018-06-22 00:00:00+00:00,Switzerland,Serbia,False,2,1,1.557,19,5,,0,FIFA World Cup,2018,statsbomb,0.2631578947368421,7550.0
2018-06-22 00:00:00+00:00,Nigeria,Iceland,True,2,0,1.312,17,4,,0,FIFA World Cup,2018,statsbomb,0.23529411764705882,7549.0
2018-06-22 00:00:00+00:00,Brazil,Costa Rica,True,2,0,3.096,23,9,,0,FIFA World Cup,2018,statsbomb,0.391304347826087,7548.0
2018-06-22 00:00:00+00:00,Costa Rica,Brazil,False,0,2,0.159,4,0,,0,FIFA World Cup,2018,statsbomb,0.0,7548.0
2018-06-23 00:00:00+00:00,Tunisia,Belgium,False,2,5,1.188,17,5,,0,FIFA World Cup,2018,statsbomb,0.29411764705882354,7552.0
2018-06-23 00:00:00+00:00,Belgium,Tunisia,True,5,2,5.336,23,11,,0,FIFA World Cup,2018,statsbomb,0.4782608695652174,7552.0
2018-06-23 00:00:00+00:00,South Korea,Mexico,True,1,2,0.822,17,6,,0,FIFA World Cup,2018,statsbomb,0.35294117647058826,7553.0
